StateAbr,LibID,title,Address,City,Zip,Zip4,County,Phone,BookVol,Visits,Long,Lat
NJ,NJ0081,SALLY STRETCH KEEN MEMORIAL LIBRARY,94 MAIN STREET,VINCENTOWN,8088,8870,BURLINGTON,6098593598,20604,11356,-74.750422,39.93573
NJ,NJ0082,WILLINGBORO PUBLIC LIBRARY,220 WILLINGBORO PARKWAY,WILLINGBORO,8046,2896,BURLINGTON,6098776668,85242,164852,-74.879449,40.04228
NJ,NJ0083,CAMDEN COUNTY LIBRARY,203 LAUREL ROAD,VOORHEES,8043,2349,CAMDEN,8567721636,407220,837941,-75.002041,39.84822
NJ,NJ0084,AUDUBON FREE PUBLIC LIBRARY,239 OAKLAND AVENUE,AUDUBON,8106,1598,CAMDEN,8565478686,25203,17325,-75.070119,39.89134
NJ,NJ0085,MARIE FLECHE MEMORIAL LIBRARY,49 SOUTH WHITE HORSE PIKE,BERLIN,8009,2394,CAMDEN,8567672448,29055,10560,-74.93226,39.79575
NJ,NJ0086,CAMDEN FREE PUBLIC LIBRARY,418 FEDERAL STREET,CAMDEN,8103,1123,CAMDEN,8567577650,202174,154361,-75.122552,39.94415
NJ,NJ0087,CHERRY HILL FREE PUBLIC LIBRARY,1100 KINGS HIGHWAY NORTH,CHERRY HILL,8034,1911,CAMDEN,8566670300,144011,409047,-75.003248,39.92044
NJ,NJ0088,CLEMENTON MEMORIAL LIBRARY,195 GIBBSBORO ROAD,CLEMENTON,8021,4000,CAMDEN,8567833233,25326,27951,-74.987716,39.8091
NJ,NJ0089,COLLINGSWOOD FREE PUBLIC LIBRARY,771 HADDON AVENUE,COLLINGSWOOD,8108,3714,CAMDEN,8568580649,59161,121474,-75.066678,39.9156
NJ,NJ0090,GIBBSBORO PUBLIC LIBRARY,49 KIRKWOOD ROAD,GIBBSBORO,8026,1499,CAMDEN,8564353656,11904,5980,-74.968807,39.83752
NJ,NJ0091,GLOUCESTER CITY LIBRARY,50 N. RAILROAD AVENUE,GLOUCESTER CITY,8030,1592,CAMDEN,8564564181,62165,85064,-75.118609,39.8965
NJ,NJ0092,HADDONFIELD PUBLIC LIBRARY,60 N. HADDON AVENUE,HADDONFIELD,8033,2469,CAMDEN,8564291304,72581,112548,-75.034284,39.89911
NJ,NJ0093,HADDON HEIGHTS PUBLIC LIBRARY,608 STATION AVENUE,HADDON HEIGHTS,8035,240,CAMDEN,8565477132,42294,44870,-75.058909,39.88211
NJ,NJ0094,OAKLYN MEMORIAL LIBRARY,602 NEWTON AVENUE,OAKLYN,8107,1232,CAMDEN,8568588226,24183,11030,-75.07963,39.90193
NJ,NJ0095,PENNSAUKEN FREE PUBLIC LIBRARY,5605 CRESCENT BOULEVARD,PENNSAUKEN,8110,1834,CAMDEN,8566655959,84247,158922,-75.058543,39.95566
NJ,NJ0096,RUNNEMEDE PUBLIC LIBRARY,BROADWAY & BLACK HORSE PIKE,RUNNEMEDE,8078,1144,CAMDEN,8569394688,18860,3057,-75.075998,39.85786
NJ,NJ0098,STRATFORD PUBLIC LIBRARY,303 UNION AVENUE,STRATFORD,8084,1313,CAMDEN,8567830602,41996,18031,-75.007452,39.83253
NJ,NJ0099,WATERFORD TOWNSHIP PUBLIC LIBRARY,2204 ATCO AVENUE,ATCO,8004,1599,CAMDEN,8567677727,32879,12200,-74.887281,39.77004
NJ,NJ0100,CAPE MAY COUNTY LIBRARY,30 MECHANIC STREET,CAPE MAY COURT HO,8210,2320,CAPE MAY,6094636350,355436,600000,-74.824312,39.08261
NJ,NJ0102,OCEAN CITY FREE PUBLIC LIBRARY,1735 SIMPSON AVENUE,OCEAN CITY,8226,2198,CAPE MAY,6093992434,98684,280671,-74.590547,39.27175
NJ,NJ0104,CUMBERLAND COUNTY LIBRARY,800 E. COMMERCE STREET,BRIDGETON,8302,2279,CUMBERLAND,8564532210,88595,70000,-75.199071,39.42327
NJ,NJ0105,BRIDGETON FREE PUBLIC LIBRARY,150 E. COMMERCE STREET,BRIDGETON,8302,2613,CUMBERLAND,8564512620,55334,74100,-75.229843,39.4286
NJ,NJ0108,MILLVILLE PUBLIC LIBRARY,210 BUCK STREET,MILLVILLE,8332,3818,CUMBERLAND,8568257087,50351,155732,-75.039921,39.39746
NJ,NJ0109,VINELAND PUBLIC LIBRARY,1058 E. LANDIS AVENUE,VINELAND,8360,4041,CUMBERLAND,8567944244,73944,205663,-75.009535,39.48541
NJ,NJ0110,BELLEVILLE PUBLIC LIBRARY,221 WASHINGTON AVENUE,BELLEVILLE,7109,3152,ESSEX,9734503434,111493,78008,-74.152506,40.78849
NJ,NJ0111,BLOOMFIELD PUBLIC LIBRARY,90 BROAD STREET,BLOOMFIELD,7003,2522,ESSEX,9735666200,98912,226550,-74.197332,40.79664
NJ,NJ0112,CALDWELL FREE PUBLIC LIBRARY,268 BLOOMFIELD AVENUE,CALDWELL,7006,5102,ESSEX,9732262837,35766,65000,-74.274195,40.83829
NJ,NJ0113,CEDAR GROVE FREE PUBLIC LIBRARY,ONE MUNICIPAL PLAZA,CEDAR GROVE,7009,1799,ESSEX,9732391447,42090,45268,-74.227855,40.85312
NJ,NJ0114,EAST ORANGE PUBLIC LIBRARY,21 S. ARLINGTON AVENUE,EAST ORANGE,7018,3804,ESSEX,9732665607,380037,376022,-74.211483,40.7601
NJ,NJ0115,ANTHONY PIO COSTA MEMORIAL LIBRARY,261 HOLLYWOOD AVENUE,FAIRFIELD,7004,1360,ESSEX,9732273575,72944,36897,-74.299781,40.8875
NJ,NJ0116,GLEN RIDGE FREE PUBLIC LIBRARY,240 RIDGEWOOD AVENUE,GLEN RIDGE,7028,1425,ESSEX,9737485482,39555,63827,-74.203567,40.80111
NJ,NJ0117,IRVINGTON PUBLIC LIBRARY,CIVIC SQUARE,IRVINGTON,7111,2498,ESSEX,9733726400,183723,241746,-74.233535,40.7257
NJ,NJ0118,RUTH L. ROCKWOOD MEMORIAL LIBRARY,10 ROBERT H. HARP DRIVE,LIVINGSTON,7039,3986,ESSEX,9739924600,161662,266560,-74.316669,40.78359
NJ,NJ0119,MAPLEWOOD MEMORIAL LIBRARY,51 BAKER STREET,MAPLEWOOD,7040,2618,ESSEX,9737621622,131310,318407,-74.27656,40.72972
NJ,NJ0120,MILLBURN FREE PUBLIC LIBRARY,200 GLEN AVENUE,MILLBURN,7041,1620,ESSEX,9733761006,81542,208571,-74.30541,40.72675
NJ,NJ0121,MONTCLAIR PUBLIC LIBRARY,50 S. FULLERTON AVENUE,MONTCLAIR,7042,2629,ESSEX,9737440500,175559,308654,-74.218317,40.81155
NJ,NJ0122,NEWARK PUBLIC LIBRARY,5 WASHINGTON STREET,NEWARK,7102,3105,ESSEX,9737337780,1719712,729254,-74.170374,40.74412
NJ,NJ0123,NUTLEY FREE PUBLIC LIBRARY,93 BOOTH DRIVE,NUTLEY,7110,2706,ESSEX,9736670405,88022,150397,-74.160328,40.81765
NJ,NJ0124,THE ORANGE PUBLIC LIBRARY,348 MAIN STREET,ORANGE,7050,2794,ESSEX,9736730153,209134,98137,-74.231489,40.7728
NJ,NJ0125,ROSELAND FREE PUBLIC LIBRARY,20 ROSELAND AVENUE,ROSELAND,7068,1235,ESSEX,9732268636,53365,62000,-74.292187,40.82298
NJ,NJ0126,SOUTH ORANGE PUBLIC LIBRARY,65 SCOTLAND ROAD,SOUTH ORANGE,7079,2069,ESSEX,9737620230,97305,104515,-74.257126,40.74677
NJ,NJ0127,VERONA FREE PUBLIC LIBRARY,17 GOULD STREET,VERONA,7044,1929,ESSEX,9738574848,63826,40097,-74.246486,40.8332
NJ,NJ0128,WEST CALDWELL PUBLIC LIBRARY,30 CLINTON ROAD,WEST CALDWELL,7006,6704,ESSEX,9732265441,52576,150040,-74.293243,40.85079
NJ,NJ0129,WEST ORANGE FREE PUBLIC LIBRARY,46 MT. PLEASANT AVENUE,WEST ORANGE,7052,4903,ESSEX,9737360198,162529,291337,-74.240904,40.77941
NJ,NJ0130,GLOUCESTER COUNTY LIBRARY,389 WOLFERT STATION ROAD,MULLICA HILL,8062,1533,GLOUCESTER,8562236000,196059,567202,-75.219019,39.74907
NJ,NJ0131,JAMES H. JOHNSON MEMORIAL LIBRARY,670 WARD DRIVE,DEPTFORD,8096,6299,GLOUCESTER,8568489149,73244,130696,-75.139298,39.82484
NJ,NJ0132,EAST GREENWICH LIBRARY,535 KINGS HIGHWAY,MICKLETON,8056,1412,GLOUCESTER,8564233480,21515,14000,-75.241711,39.78796
NJ,NJ0133,FRANKLIN TWP PUBLIC LIBRARY/GLOUCESTER,1584 COLES MILL ROAD,FRANKLINVILLE,8322,2795,GLOUCESTER,8566942833,57393,71325,-75.078199,39.61726
NJ,NJ0136,MONROE TWP PUBLIC LIBRARY/GLOUCESTER,306 S. MAIN STREET,WILLIAMSTOWN,8094,1727,GLOUCESTER,8566291212,82903,181452,-74.992417,39.68392
NJ,NJ0137,NEWFIELD PUBLIC LIBRARY,115 CATAWBA AVENUE,NEWFIELD,8344,9511,GLOUCESTER,8566970415,22052,13102,-75.020871,39.54746
NJ,NJ0138,GILL MEMORIAL LIBRARY,145 E. BROAD STREET,PAULSBORO,8066,1452,GLOUCESTER,8564325155,24823,6500,-75.239502,39.83052
NJ,NJ0139,MCCOWAN MEMORIAL LIBRARY,15 PITMAN AVENUE,PITMAN,8071,1187,GLOUCESTER,8565891656,33514,96754,-75.129371,39.73185
NJ,NJ0141,MARGARET E. HEGGAN FREE PUBLIC LIBRARY,208 E. HOLLY AVENUE,HURFFVILLE,8080,2641,GLOUCESTER,8565893334,75984,156985,-75.108098,39.74538
NJ,NJ0142,WENONAH FREE PUBLIC LIBRARY,101 E. MANTUA AVENUE,WENONAH,8090,1950,GLOUCESTER,8564686323,14314,8179,-75.148758,39.79127
NJ,NJ0143,WEST DEPTFORD FREE PUBLIC LIBRARY,420 CROWN POINT ROAD,WEST DEPTFORD,8086,2124,GLOUCESTER,8568455593,80147,253620,-75.189938,39.84448
NJ,NJ0144,WESTVILLE PUBLIC LIBRARY,1035 BROADWAY,WESTVILLE,8093,1130,GLOUCESTER,8564560357,23120,4103,-75.134162,39.86157
NJ,NJ0145,WOODBURY PUBLIC LIBRARY,33 DELAWARE STREET,WOODBURY,8096,5925,GLOUCESTER,8568452611,54794,56742,-75.154319,39.83866
NJ,NJ0146,BAYONNE FREE PUBLIC LIBRARY,697 AVENUE C,BAYONNE,7002,2806,HUDSON,2018586973,287180,194864,-74.115222,40.67141
NJ,NJ0147,HARRISON PUBLIC LIBRARY,415 HARRISON AVENUE,HARRISON,7029,1750,HUDSON,9734832366,53237,97639,-74.155737,40.74659
NJ,NJ0148,HOBOKEN PUBLIC LIBRARY,500 PARK AVENUE,HOBOKEN,7030,3906,HUDSON,2014202346,81866,158971,-74.032102,40.74279
NJ,NJ0149,JERSEY CITY FREE PUBLIC LIBRARY,472 JERSEY AVENUE,JERSEY CITY,7302,3456,HUDSON,2015474788,469398,386038,-74.047723,40.71869
NJ,NJ0150,KEARNY PUBLIC LIBRARY,318 KEARNY AVENUE,KEARNY,7032,2505,HUDSON,2019982666,81265,68400,-74.15019,40.7617
NJ,NJ0151,NORTH BERGEN FREE PUBLIC LIBRARY,8411 BERGENLINE AVENUE,NORTH BERGEN,7047,5051,HUDSON,2018694715,115854,450000,-74.00451,40.80466
NJ,NJ0152,SECAUCUS FREE PUBLIC LIBRARY,1379 PATERSON PLANK ROAD,SECAUCUS,7094,3596,HUDSON,2013302084,81352,197572,-74.058263,40.79305
NJ,NJ0153,UNION CITY PUBLIC LIBRARY,324 43RD STREET,UNION CITY,7087,5008,HUDSON,2018667500,85869,95000,-74.022608,40.77718
NJ,NJ0154,WEEHAWKEN FREE PUBLIC LIBRARY,49 HAUXHURST AVENUE,WEEHAWKEN,7086,6803,HUDSON,2018637823,38159,56500,-74.022749,40.7692
NJ,NJ0155,WEST NEW YORK FREE PUBLIC LIBRARY,425 60TH STREET,WEST NEW YORK,7093,2241,HUDSON,2012955135,67705,58700,-74.01522,40.78824
NJ,NJ0156,HUNTERDON COUNTY LIBRARY,"314 STATE HIGHWAY 12, BLDG. #3",FLEMINGTON,8822,4113,HUNTERDON,9087881444,389029,575000,-74.900332,40.5048
NJ,NJ0158,FLEMINGTON FREE PUBLIC LIBRARY,118 MAIN STREET,FLEMINGTON,8822,1617,HUNTERDON,9087825733,49098,31294,-74.858756,40.50921
NJ,NJ0159,FRENCHTOWN PUBLIC LIBRARY,29 SECOND STREET,FRENCHTOWN,8825,1131,HUNTERDON,9089964788,12698,10672,-75.061381,40.5274
NJ,NJ0160,HIGH BRIDGE PUBLIC LIBRARY,71 MAIN STREET,HIGH BRIDGE,8829,1902,HUNTERDON,9086388231,7115,6394,-74.895607,40.66926
NJ,NJ0161,HOLLAND TOWNSHIP FREE PUBLIC LIBRARY,129 SPRING MILLS ROAD,MILFORD,8848,1944,HUNTERDON,9089954767,26416,24429,-75.106149,40.59617
NJ,NJ0162,LAMBERTVILLE FREE PUBLIC LIBRARY,6 LILLY STREET,LAMBERTVILLE,8530,1804,HUNTERDON,6093970275,19673,24960,-74.942537,40.36546
NJ,NJ0163,MILFORD PUBLIC LIBRARY,40 FRENCHTOWN-MILFORD ROAD,MILFORD,8848,9601,HUNTERDON,9089954072,16479,5502,-75.104665,40.58029
NJ,NJ0164,TEWKSBURY TOWNSHIP PUBLIC LIBRARY,31 OLD TURNPIKE ROAD,OLDWICK,8858,49,HUNTERDON,9084393761,20007,15667,-74.749375,40.67207
NJ,NJ0165,MERCER COUNTY LIBRARY,2751 BRUNSWICK PIKE,LAWRENCEVILLE,8648,4132,MERCER,6096896916,702812,1201951,-74.718005,40.26539
NJ,NJ0166,HAMILTON TOWNSHIP FREE PUBLIC LIBRARY,"1 JUSTICE SAMUEL A. ALITO, JR. WAY",HAMILTON,8619,3809,MERCER,6095814060,256181,447000,-74.693048,40.21192
NJ,NJ0167,HOPEWELL PUBLIC LIBRARY,13 E. BROAD STREET,HOPEWELL,8525,1829,MERCER,6094661625,11895,15604,-74.76092,40.38948
NJ,NJ0168,PENNINGTON FREE PUBLIC LIBRARY,30 N. MAIN STREET,PENNINGTON,8534,2295,MERCER,6097370404,21943,30000,-74.791398,40.32934
NJ,NJ0169,PRINCETON PUBLIC LIBRARY,65 WITHERSPOON STREET,PRINCETON,8542,3214,MERCER,6099248822,149832,846694,-74.660384,40.35124
NJ,NJ0170,TRENTON FREE PUBLIC LIBRARY,120 ACADEMY STREET,TRENTON,8608,1302,MERCER,6093927188,434737,516876,-74.763796,40.22194
NJ,NJ0171,CARTERET FREE PUBLIC LIBRARY,100 COOKE AVENUE,CARTERET,7008,3065,MIDDLESEX,7325413830,60170,145273,-74.219521,40.5788
NJ,NJ0172,CRANBURY PUBLIC LIBRARY,23 N. MAIN STREET,CRANBURY,8512,3203,MIDDLESEX,6096550555,23169,61267,-74.516008,40.31155
NJ,NJ0173,DUNELLEN FREE PUBLIC LIBRARY,NEW MARKET ROAD,DUNELLEN,8812,1496,MIDDLESEX,7329684585,33081,24821,-74.465342,40.5884
NJ,NJ0174,EAST BRUNSWICK PUBLIC LIBRARY,2 JEAN WALLING CIVIC CENTER,EAST BRUNSWICK,8816,3547,MIDDLESEX,7323906950,133393,573099,-74.417335,40.41663
NJ,NJ0175,EDISON TOWNSHIP FREE PUBLIC LIBRARY,340 PLAINFIELD AVENUE,EDISON,8817,3147,MIDDLESEX,7322872298,314939,588434,-74.40773,40.51768
NJ,NJ0176,HIGHLAND PARK PUBLIC LIBRARY,31 N. FIFTH AVENUE,HIGHLAND PARK,8904,2936,MIDDLESEX,7325722750,69257,202570,-74.424389,40.5015
NJ,NJ0177,JAMESBURG PUBLIC LIBRARY,229 GATZMER AVENUE,JAMESBURG,8831,1352,MIDDLESEX,7325210440,25498,26305,-74.442269,40.3527
NJ,NJ0178,METUCHEN PUBLIC LIBRARY,480 MIDDLESEX AVENUE,METUCHEN,8840,1412,MIDDLESEX,7326328526,65649,133935,-74.362029,40.54418
NJ,NJ0179,MIDDLESEX PUBLIC LIBRARY,1300 MOUNTAIN AVENUE,MIDDLESEX,8846,2039,MIDDLESEX,7323566602,62818,68660,-74.500417,40.57904
NJ,NJ0180,MILLTOWN PUBLIC LIBRARY,20 W. CHURCH STREET,MILLTOWN,8850,1528,MIDDLESEX,7322472270,37047,62594,-74.440018,40.4518
NJ,NJ0181,MONROE TWP PUBLIC LIBRARY/MIDDLESEX,4 MUNICIPAL PLAZA,MONROE TOWNSHIP,8831,1900,MIDDLESEX,7325215000,121405,415380,-74.440833,40.32726
NJ,NJ0182,NEW BRUNSWICK FREE PUBLIC LIBRARY,60 LIVINGSTON AVENUE,NEW BRUNSWICK,8901,2520,MIDDLESEX,7327455108,78850,178221,-74.445581,40.4918
NJ,NJ0183,NORTH BRUNSWICK FREE PUBLIC LIBRARY,880 HERMANN ROAD,NORTH BRUNSWICK,8902,2341,MIDDLESEX,7322463545,93113,260750,-74.464425,40.46873
NJ,NJ0184,OLD BRIDGE PUBLIC LIBRARY,1 OLD BRIDGE PLAZA,OLD BRIDGE,8857,2474,MIDDLESEX,7327215600,147505,357377,-74.291608,40.4083
NJ,NJ0185,PERTH AMBOY FREE PUBLIC LIBRARY,196 JEFFERSON STREET,PERTH AMBOY,8861,4106,MIDDLESEX,7328262600,160650,141718,-74.2712,40.51046
NJ,NJ0186,PISCATAWAY PUBLIC LIBRARY,500 HOES LANE,PISCATAWAY,8854,5040,MIDDLESEX,7324631633,171433,416019,-74.470952,40.53715
NJ,NJ0187,PLAINSBORO FREE PUBLIC LIBRARY,641 PLAINSBORO ROAD,PLAINSBORO,8536,2096,MIDDLESEX,6092752897,96736,204329,-74.58192,40.33096
NJ,NJ0188,SAYREVILLE FREE PUBLIC LIBRARY,1050 WASHINGTON ROAD,PARLIN,8859,1061,MIDDLESEX,7327270212,76438,178203,-74.315701,40.46435
NJ,NJ0189,DOWDELL LIBRARY OF SOUTH AMBOY,100 HAROLD G. HOFFMAN PLAZA,SOUTH AMBOY,8879,1697,MIDDLESEX,7327216060,55894,39209,-74.284267,40.48307
NJ,NJ0190,SOUTH BRUNSWICK PUBLIC LIBRARY,110 KINGSTON LANE,MONMOUTH JUNCTION,8852,9719,MIDDLESEX,7323294000,144787,304601,-74.529943,40.38336
NJ,NJ0191,SOUTH PLAINFIELD FREE PUBLIC LIBRARY,2484 PLAINFIELD AVENUE,SOUTH PLAINFIELD,7080,3531,MIDDLESEX,9087547885,54603,81324,-74.416042,40.58437
NJ,NJ0192,SOUTH RIVER PUBLIC LIBRARY,55 APPLEBY AVENUE,SOUTH RIVER,8882,2486,MIDDLESEX,7322542488,32979,58539,-74.378153,40.43449
NJ,NJ0193,SPOTSWOOD PUBLIC LIBRARY,548 MAIN STREET,SPOTSWOOD,8884,1649,MIDDLESEX,7322511515,29443,32909,-74.390755,40.39153
NJ,NJ0194,WOODBRIDGE PUBLIC LIBRARY,GEORGE FREDERICK PLAZA,WOODBRIDGE,7095,2598,MIDDLESEX,7326344450,391817,521829,-74.287977,40.5669
NJ,NJ0195,MONMOUTH COUNTY LIBRARY,125 SYMMES DRIVE,MANALAPAN,7726,3224,MONMOUTH,7324317235,1291293,2483588,-74.304757,40.29222
NJ,NJ0196,MATAWAN-ABERDEEN PUBLIC LIBRARY,165 MAIN STREET,MATAWAN,7747,3126,MONMOUTH,7325839100,91606,120705,-74.230414,40.41362
NJ,NJ0197,ASBURY PARK FREE PUBLIC LIBRARY,500 FIRST AVENUE,ASBURY PARK,7712,6193,MONMOUTH,7327744221,123136,57773,-74.007162,40.22052
NJ,NJ0198,ATLANTIC HIGHLANDS PUBLIC LIBRARY,100 FIRST AVENUE,ATLANTIC HIGHLANDS,7716,1203,MONMOUTH,7322911956,19995,14716,-74.007795,40.40325
NJ,NJ0199,AVON FREE PUBLIC LIBRARY,GARFIELD & FIFTH AVENUES,AVON-BY-THE-SEA,7717,1102,MONMOUTH,7325024525,24024,21150,-74.020898,40.18822
NJ,NJ0200,BELMAR PUBLIC LIBRARY,517 TENTH AVENUE,BELMAR,7719,2316,MONMOUTH,7326810775,29890,11361,-74.02213,40.1786
NJ,NJ0201,BRADLEY BEACH PUBLIC LIBRARY,511 FOURTH AVENUE,BRADLEY BEACH,7720,1248,MONMOUTH,7327762995,32467,14140,-74.015257,40.20047
NJ,NJ0202,BRIELLE PUBLIC LIBRARY,610 SOUTH STREET,BRIELLE,8730,1448,MONMOUTH,7325289381,36590,24248,-74.062407,40.11495
NJ,NJ0203,EATONTOWN PUBLIC LIBRARY,33 BROAD STREET,EATONTOWN,7724,1519,MONMOUTH,7323892665,53576,86543,-74.058582,40.30519
NJ,NJ0204,FAIR HAVEN PUBLIC LIBRARY,748 RIVER ROAD,FAIR HAVEN,7704,3397,MONMOUTH,7327475031,20018,31200,-74.035987,40.3642
NJ,NJ0205,FREEHOLD PUBLIC LIBRARY,28 1/2 E. MAIN STREET,FREEHOLD,7728,2202,MONMOUTH,7324625135,26520,26680,-74.273178,40.26072
NJ,NJ0207,KEYPORT FREE PUBLIC LIBRARY,BROAD STREET,KEYPORT,7735,1202,MONMOUTH,7322640543,40738,20716,-74.201038,40.43561
NJ,NJ0208,LITTLE SILVER PUBLIC LIBRARY,484 PROSPECT AVENUE,LITTLE SILVER,7739,1430,MONMOUTH,7327479649,25806,23184,-74.04231,40.33928
NJ,NJ0209,LONG BRANCH FREE PUBLIC LIBRARY,328 BROADWAY,LONG BRANCH,7740,6938,MONMOUTH,7322223900,89682,109856,-73.992615,40.30402
NJ,NJ0210,MANASQUAN PUBLIC LIBRARY,55 BROAD STREET,MANASQUAN,8736,2930,MONMOUTH,7322231503,33159,42757,-74.050212,40.12533
NJ,NJ0211,MIDDLETOWN TOWNSHIP PUBLIC LIBRARY,55 NEW MONMOUTH ROAD,MIDDLETOWN,7748,2103,MONMOUTH,7326713700,222418,450300,-74.110128,40.40403
NJ,NJ0212,MONMOUTH BEACH PUBLIC LIBRARY,18 WILLOW AVENUE,MONMOUTH BEACH,7750,1419,MONMOUTH,7322291187,16033,11550,-73.97853,40.32978
NJ,NJ0213,NEPTUNE TOWNSHIP PUBLIC LIBRARY,25 NEPTUNE BOULEVARD,NEPTUNE,7753,1125,MONMOUTH,7327758241,68768,134262,-74.036003,40.20949
NJ,NJ0215,RED BANK PUBLIC LIBRARY,84 W. FRONT STREET,RED BANK,7701,1645,MONMOUTH,7328420690,44395,43576,-74.06863,40.35131
NJ,NJ0216,OCEANIC FREE LIBRARY,109 AVENUE OF TWO RIVERS,RUMSON,7760,1800,MONMOUTH,7328422692,21589,17264,-73.994708,40.3698
NJ,NJ0217,SPRING LAKE PUBLIC LIBRARY,1501 THIRD AVENUE,SPRING LAKE,7762,1402,MONMOUTH,7324496654,18118,19996,-74.027364,40.15552
NJ,NJ0218,TINTON FALLS PUBLIC LIBRARY,664 TINTON AVENUE,TINTON FALLS,7724,3275,MONMOUTH,7325423110,39082,45714,-74.097988,40.30246
NJ,NJ0219,UNION BEACH MEMORIAL LIBRARY,810 UNION AVENUE,UNION BEACH,7735,3137,MONMOUTH,7322643792,29749,47296,-74.165671,40.44312
NJ,NJ0220,WEST LONG BRANCH PUBLIC LIBRARY,95 POPLAR AVENUE,WEST LONG BRANCH,7764,1653,MONMOUTH,7322225993,36115,30871,-74.015947,40.29057
NJ,NJ0221,MORRIS COUNTY LIBRARY,30 E. HANOVER AVENUE,WHIPPANY,7981,1825,MORRIS,9732856930,237663,284043,-74.452331,40.80564
NJ,NJ0222,BOONTON HOLMES PUBLIC LIBRARY,621 MAIN STREET,BOONTON,7005,1717,MORRIS,9733342980,24460,32700,-74.410485,40.90488
NJ,NJ0223,BUTLER PUBLIC LIBRARY,ONE ACE ROAD,BUTLER,7405,1375,MORRIS,9738383262,36205,48192,-74.342983,41.00335
NJ,NJ0224,CHATHAMS JOINT FREE PUBLIC LIBRARY,214 MAIN STREET,CHATHAM,7928,2812,MORRIS,9736350603,96292,222664,-74.381056,40.74032
NJ,NJ0225,CHESTER LIBRARY,250 WEST MAIN STREET,CHESTER,7930,9624,MORRIS,9088797612,49458,152052,-74.706995,40.78096
NJ,NJ0226,DENVILLE FREE PUBLIC LIBRARY,121 DIAMOND SPRING ROAD,DENVILLE,7834,2749,MORRIS,9736276555,41853,112971,-74.473657,40.89536
NJ,NJ0227,DOVER FREE PUBLIC LIBRARY,32 E. CLINTON STREET,DOVER,7801,3953,MORRIS,9733610172,61594,61101,-74.556983,40.88662
NJ,NJ0228,EAST HANOVER TOWNSHIP FREE PUBLIC LIBRARY,415 RIDGEDALE AVENUE,EAST HANOVER,7936,1440,MORRIS,9734283075,71462,100000,-74.360806,40.82582
NJ,NJ0229,FLORHAM PARK FREE PUBLIC LIBRARY,107 RIDGEDALE AVENUE,FLORHAM PARK,7932,1707,MORRIS,9733772694,46748,100803,-74.39865,40.78155
NJ,NJ0230,WHIPPANONG LIBRARY/HANOVER TOWNSHIP,1000 ROUTE 10,WHIPPANY,7981,1005,MORRIS,9734282460,50851,75000,-74.433135,40.82978
NJ,NJ0231,JEFFERSON TOWNSHIP PUBLIC LIBRARY,1031 WELDON ROAD,OAK RIDGE,7438,9511,MORRIS,9732086115,49461,93911,-74.582875,41.00987
NJ,NJ0232,KINNELON PUBLIC LIBRARY,132 KINNELON ROAD,KINNELON,7405,2393,MORRIS,9738381321,62835,99895,-74.378649,40.99597
NJ,NJ0233,LINCOLN PARK PUBLIC LIBRARY,12 BOONTON TURNPIKE,LINCOLN PARK,7035,1741,MORRIS,9736948283,45724,56397,-74.304785,40.92213
NJ,NJ0234,MADISON PUBLIC LIBRARY,39 KEEP STREET,MADISON,7940,2616,MORRIS,9733770722,138427,130244,-74.412739,40.75303
NJ,NJ0235,MENDHAM FREE PUBLIC LIBRARY,10 HILLTOP ROAD,MENDHAM,7945,1215,MORRIS,9735434152,19260,28840,-74.600186,40.77464
NJ,NJ0236,MENDHAM TOWNSHIP LIBRARY,2 EAST MAIN STREET,BROOKSIDE,7926,500,MORRIS,9735434018,36316,30480,-74.557629,40.79599
NJ,NJ0237,MONTVILLE TOWNSHIP PUBLIC LIBRARY,90 HORSENECK ROAD,MONTVILLE,7045,9626,MORRIS,9734020900,97704,149178,-74.35772,40.89147
NJ,NJ0238,MORRISTOWN-MORRIS TWP JOINT PUBLIC LIBRARY,1 MILLER ROAD,MORRISTOWN,7960,5234,MORRIS,9735386161,207700,274615,-74.478114,40.79361
NJ,NJ0239,MORRIS PLAINS LIBRARY,77 GLENBROOK ROAD,MORRIS PLAINS,7950,2246,MORRIS,9735382599,21004,22000,-74.486435,40.82805
NJ,NJ0240,MOUNTAIN LAKES FREE PUBLIC LIBRARY,9 ELM ROAD,MOUNTAIN LAKES,7046,1316,MORRIS,9733345095,40550,29135,-74.433766,40.88737
NJ,NJ0241,MOUNT ARLINGTON PUBLIC LIBRARY,333 HOWARD BOULEVARD,MOUNT ARLINGTON,7856,1131,MORRIS,9733981516,24955,32000,-74.63341,40.92361
NJ,NJ0242,MOUNT OLIVE PUBLIC LIBRARY,202 FLANDERS-DRAKESTOWN ROAD,FLANDERS,7836,4031,MORRIS,9736918686,76562,103550,-74.742789,40.84842
NJ,NJ0243,PARSIPPANY-TROY HILLS PUBLIC LIBRARY,449 HALSEY ROAD,PARSIPPANY,7054,597,MORRIS,9738878907,172262,475131,-74.452205,40.85225
NJ,NJ0244,LONG HILL TOWNSHIP FREE PUBLIC LIBRARY,917 VALLEY ROAD,GILLETTE,7980,1203,MORRIS,9086472088,56342,110916,-74.477929,40.67036
NJ,NJ0245,PEQUANNOCK TOWNSHIP PUBLIC LIBRARY,477 NEWARK POMPTON TURNPIKE,POMPTON PLAINS,7444,1744,MORRIS,9738357460,79230,158164,-74.29423,40.95945
