StateAbr	LibID	LibName	Address	City	Zip	Zip4	County	Phone	WebAddr	RelCode	LegBasis	PopLSA	CentralLib	BranchLib	BookMob	Master	Librarians	OtherPaid	TotStaff	LocGvt	StGvt	FedGvt	OtherInc	TotInc	PrintExp	ElecExp	OthMaterial	TotCollExp	TotalExp	BookVol	Ebook	Audio	Video	HrsOpen	Visits	RefTran	RegBor	TotCirc	KidCirc	TotProg	KidProg	TotAtten	KidAtten	GPTerms	PITUsr	Long	Lat	CountyPop	LocaleCode	CongDist
MA	MA0217	MORRILL MEMORIAL LIBRARY                                    	33 WALPOLE ST.                     	NORWOOD             	2062	220	NORFOLK             	7817690200	M                                                                               	CI	OTH	28172	1	0	0	7.33	8.33	11.95	20.28	1384046	34262	0	40189	1458497	153431	9602	29739	192772	1457168	98630	0	6542	4464	3207	203361	19779	14637	283862	101990	287	219	2760	2039	15	37960	-71.203851	42.191	659909	21	9
MA	MA0218	OAK BLUFFS PUBLIC LIBRARY                                   	56R SCHOOL STREET                  	OAK BLUFFS          	2557	M   	DUKES               	5086939433	oakbluffslibrary.org                                                            	CI	OTH	3731	1	0	0	2	3	4.25	7.25	408594	9186	0	16503	434283	59171	3895	15067	78133	508028	26132	19	2156	4518	2052	74747	7930	2851	94245	25856	373	125	4787	3035	23	25272	-70.557772	41.45586	15527	31	10
MA	MA0219	FOBES MEMORIAL LIBRARY                                      	4 MAPLE ST.                        	OAKHAM              	1068	9790	WORCESTER           	5088823372	-3	CI	OTH	1906	1	0	0	0	0.43	0.8	1.23	51459	450	0	320	52229	9090	0	1818	10908	50622	13242	0	183	740	952	3900	250	775	5378	2268	48	41	614	460	2	780	-72.042787	42.35352	783806	41	1
MA	MA0220	WHEELER MEMORIAL LIBRARY                                    	49 EAST MAIN STREET                	ORANGE              	1364	1267	FRANKLIN            	9785442495	www.orangelib.org                                                               	CI	OTH	7796	1	1	0	1.75	1.75	3.18	4.93	252633	5203	15950	830	274616	33803	500	15573	49876	299647	42930	930	2646	4931	2384	46953	3331	4310	63302	18705	338	323	5552	5238	13	9932	-72.307369	42.5909	71735	32	1
MA	MA0221	SNOW LIBRARY                                                	67 MAIN ST.                        	ORLEANS             	2653	2413	BARNSTABLE          	5082403760	www.snowlibrary.org                                                             	CI	OTH	6315	1	0	0	2	4.16	4.24	8.4	477969	13296	0	57787	549052	68067	11408	31429	110904	615469	60136	0	4163	3199	2401	166520	6240	5697	171260	39777	441	123	12171	2252	6	18200	-69.988583	41.78604	221049	22	10
MA	MA0222	OTIS FREE PUBLIC LIBRARY                                    	48 MAIN ST.                        	OTIS                	1253	126	BERKSHIRE           	4132690109	-3	CI	OTH	1394	1	0	0	0	0.88	0.06	0.94	39000	1544	0	5863	46407	5207	0	2600	7807	39568	7486	0	200	533	1650	7584	600	215	10800	1740	28	28	234	234	2	1560	-73.096666	42.2104	129395	42	1
MA	MA0223	OXFORD FREE PUBLIC LIBRARY                                  	339 MAIN ST.                       	OXFORD              	1540	1729	WORCESTER           	5089876003	www.homestead.com/oxfordfree/publiclibrary.html                                 	CI	OTH	13641	1	0	0	2.19	7.29	0.75	8.04	414767	24794	0	0	439561	61878	0	13283	75161	488053	46938	0	2997	3044	2506	84179	7511	8405	112787	56355	327	238	13760	12002	16	12896	-71.864585	42.11858	783806	21	2
MA	MA0224	PALMER PUBLIC LIBRARY                                       	1455 NORTH MAIN ST.                	PALMER              	1069	1201	HAMPDEN             	4132833330	www.palmer.lib.ma.us                                                            	CI	OTH	12849	1	0	0	0.88	9.25	1.98	11.23	713307	0	0	15828	729135	89934	18539	29717	138190	851283	59145	930	6951	5877	2500	135429	18967	10512	120147	33857	268	158	5871	4578	46	40196	-72.331283	42.15844	460840	21	2
MA	MA0225	RICHARDS MEMORIAL LIBRARY                                   	44 RICHARDS AVE.                   	PAXTON              	1612	1125	WORCESTER           	5087540793	www.rmlpaxton.org                                                               	CI	OTH	4530	1	0	0	0.2	2.93	0.33	3.26	162775	8301	0	13745	184821	32299	0	8929	41228	182164	23980	0	1504	2256	1614	26691	416	2811	61157	25271	117	110	1912	1809	6	4160	-71.927524	42.31393	783806	21	3
MA	MA0226	PEABODY INSTITUTE LIBRARY                                   	82 MAIN ST.                        	PEABODY             	1960	5592	ESSEX               	9785310100	www.peabodylibrary.org                                                          	CI	CI1	51441	1	2	0	6.08	10.55	20.45	31	1496858	58738	15000	39885	1610481	185998	5570	40548	232116	1990637	148392	0	6220	7407	7476	296047	30596	30204	274852	97132	765	327	12051	6419	30	44044	-70.923919	42.52445	736457	13	6
MA	MA0227	PELHAM LIBRARY                                              	2 SOUTH VALLEY ROAD                	PELHAM              	1002	9716	HAMPSHIRE           	4132530657	www.pelham-library.org                                                          	CI	OTH	1404	1	0	0	0.55	0.98	0	0.98	36828	4215	0	13353	54396	12100	0	1112	13212	49376	28514	0	986	3247	1340	15000	2500	1111	37790	14036	91	56	1200	700	8	4160	-72.469423	42.3785	154983	31	1
MA	MA0228	PEMBROKE PUBLIC LIBRARY                                     	142 CENTER ST.                     	PEMBROKE            	2359	2613	PLYMOUTH            	7812936771	www.pembrokepubliclibrary.org                                                   	CI	OTH	18595	1	0	0	1.88	1.88	8.08	9.96	533785	28577	0	22175	584537	87185	4725	26492	118402	678969	73436	523	5830	3985	2731	125200	11830	11447	147425	54705	294	205	6056	4975	11	18980	-70.809838	42.07012	492066	21	10
MA	MA0229	LAWRENCE LIBRARY                                            	15 MAIN ST.                        	PEPPERELL           	1463	1616	MIDDLESEX           	9784330330	www.LawrenceLibrary.org                                                         	CI	OTH	11409	1	0	0	2.63	3.38	3.1	6.48	422044	17086	0	26540	465670	55857	2870	19249	77976	489483	46051	930	4484	3523	2117	48447	2415	7128	128223	64496	386	156	9786	4249	7	4524	-71.595603	42.66748	1482478	31	1
MA	MA0230	PERU LIBRARY                                                	6 W. MAIN ROAD                     	PERU                	1235	9279	BERKSHIRE           	4136558650	-3	CI	OTH	838	1	0	0	0	0.15	0	0.15	7550	2124	0	1588	11262	798	0	561	1359	7814	3592	0	99	825	510	1275	452	260	1793	365	0	0	0	0	1	208	-73.047321	42.4385	129395	41	1
MA	MA0231	PETERSHAM MEMORIAL LIBRARY                                  	23 COMMON ST.                      	PETERSHAM           	1366	9756	WORCESTER           	9787243405	www.petershamlibrary.org                                                        	NP	OTH	1283	1	0	0	0.5	0.75	0.23	0.98	7768	2662	0	66138	76568	10520	0	1850	12370	62620	12195	930	1172	1357	967	6704	377	561	9283	575	41	35	218	159	2	624	-72.187081	42.48867	783806	42	1
MA	MA0232	PHILLIPS FREE PUBLIC LIBRARY                                	25 TEMPLETON ROAD                  	PHILLIPSTON         	1331	9704	WORCESTER           	9782491734	-3	CI	OTH	1787	1	0	0	0	0.3	0.05	0.35	17775	0	0	36801	54576	5200	200	0	5400	23442	12502	0	295	500	572	2500	6	1197	5680	2804	30	24	670	550	1	156	-72.129545	42.54958	783806	41	1
MA	MA0233	BERKSHIRE ATHENAEUM                                         	1 WENDELL AVE.                     	PITTSFIELD          	1201	6385	BERKSHIRE           	4134999480	www.berkshire.net/PittsfieldLibrary/                                            	NP	CI1	42931	1	0	0	5.25	7	20.69	27.69	923820	84196	0	83326	1091342	143783	17483	9920	171186	1030125	165757	930	9291	3770	3064	243363	36266	32735	240090	58697	191	170	2657	2432	12	35256	-73.252017	42.44778	129395	13	1
MA	MA0234	SHAW MEMORIAL LIBRARY                                       	312 MAIN STREET                    	PLAINFIELD          	1070	9709	HAMPSHIRE           	4136345406	-3	CI	OTH	600	1	0	0	0	0.38	0	0.38	12572	2191	0	808	15571	3214	0	1551	4765	17031	12770	0	113	288	538	3075	323	402	9552	3386	18	6	417	116	2	520	-72.911906	42.51649	154983	42	1
MA	MA0235	PLAINVILLE PUBLIC LIBRARY                                   	198 SOUTH ST.                      	PLAINVILLE          	2762	1512	NORFOLK             	5086951784	www.plainvillepubliclibrary.org                                                 	CI	OTH	8311	1	0	0	1.5	2.88	0.5	3.38	198359	15504	0	9403	223266	34789	3118	16468	54375	231357	35843	523	3576	3650	1895	51828	4880	4289	84278	41717	186	157	4273	3682	6	2652	-71.339069	42.00981	659909	21	3
MA	MA0236	PLYMOUTH PUBLIC LIBRARY                                     	132 SOUTH STREET                   	PLYMOUTH            	2360	2947	PLYMOUTH            	5088304250	www.plymouthpubliclibrary.org                                                   	CI	OTH	55188	1	1	0	7.24	8.42	15.94	24.36	1417515	138759	0	31597	1587871	156872	12197	44577	213646	1948564	136042	2	10809	10814	4894	232835	49795	25659	391658	116811	892	418	11898	9292	26	89856	-70.658317	41.94271	492066	21	10
MA	MA0237	PLYMPTON PUBLIC LIBRARY                                     	248 MAIN ST.                       	PLYMPTON            	2367	1114	PLYMOUTH            	7815854551	www.plymptonlibrary.org                                                         	CI	OTH	2772	1	0	0	0	0.8	0.85	1.65	100119	200	0	2275	102594	18224	1267	3421	22912	104403	22191	523	2422	1323	1280	7141	624	1124	18344	5501	53	32	694	543	3	1716	-70.815051	41.95692	492066	41	10
MA	MA0238	PRINCETON PUBLIC LIBRARY                                    	2 TOWN HALL DRIVE                  	PRINCETON           	1541	1129	WORCESTER           	9784642115	www.princetonpubliclibrary.org                                                  	NP	OTH	3494	1	0	0	0	2.9	0	2.9	133182	4781	7500	21729	167192	20167	920	10239	31326	171926	15946	930	2119	2084	1816	21662	260	1447	37231	15506	210	118	1708	1299	6	1352	-71.87807	42.44898	783806	41	3
MA	MA0239	PROVINCETOWN PUBLIC LIBRARY                                 	356 COMMERCIAL ST.                 	PROVINCETOWN        	2657	2209	BARNSTABLE          	5084877094	www.ptownlib.com                                                                	CI	OTH	3390	1	0	0	2	3	1.98	4.98	324368	13830	0	14000	352198	48260	3100	12021	63381	518394	28613	19	2846	3048	2370	317110	11699	2449	51684	5432	183	141	1878	999	14	24752	-70.184222	42.05318	221049	32	10
MA	MA0240	THOMAS CRANE PUBLIC LIBRARY                                 	40 WASHINGTON STREET               	QUINCY              	2269	9164	NORFOLK             	6173761300	www.thomascranelibrary.org                                                      	CI	CI1	91622	1	3	0	14	18.38	20.1	38.48	2691639	136589	7500	50683	2886411	305018	39016	111692	455726	2791790	296741	0	14932	14144	7478	838508	52447	39300	690409	270975	754	434	19027	13608	95	470288	-71.002114	42.25134	659909	13	10
MA	MA0241	TURNER FREE LIBRARY                                         	CRAWFORD SQUARE                    	RANDOLPH            	2368	4600	NORFOLK             	7819610932	M                                                                               	CI	OTH	30168	1	0	0	2.63	3.5	7.18	10.68	668367	42952	0	0	711319	77155	0	18408	95563	750326	59265	0	2348	5595	2969	84644	13000	15302	191596	92290	87	82	2602	2332	10	29120	-71.041452	42.16557	659909	21	9
MA	MA0242	RAYNHAM PUBLIC LIBRARY                                      	760 SOUTH MAIN ST.                 	RAYNHAM             	2767	1678	BRISTOL             	5088231344	M                                                                               	CI	OTH	13641	1	0	0	0.88	3.83	1.9	5.73	272093	18251	0	16282	306626	30319	1905	11871	44095	330730	36526	523	3009	1820	2554	31000	750	4392	84351	44220	164	130	3124	1968	5	5980	-71.052912	41.92251	545823	21	4
MA	MA0243	READING PUBLIC LIBRARY                                      	64 MIDDLESEX AVE.                  	READING             	1867	2550	MIDDLESEX           	7819440840	www.readingpl.org                                                               	CI	OTH	23129	1	0	0	11.24	11.24	7.85	19.09	1131546	31429	10800	26165	1199940	119086	11005	46739	176830	1248794	107296	0	7607	9490	2956	198167	61934	19912	382662	149052	464	302	16469	12960	24	36476	-71.10989	42.52654	1482478	21	6
MA	MA0244	BLANDING FREE PUBLIC LIBRARY                                	124 BAY STATE ROAD                 	REHOBOTH            	2769	2314	BRISTOL             	5082524236	www.blandinglibrary.org                                                         	NP	OTH	11484	1	0	0	0.63	2.15	0.3	2.45	187000	13890	0	17343	218233	18796	0	12564	31360	207510	29642	523	3523	2418	2152	72868	7935	3229	54036	24412	175	160	5200	4600	4	3772	-71.244903	41.84274	545823	41	3
MA	MA0245	REVERE PUBLIC LIBRARY                                       	179 BEACH ST.                      	REVERE              	2151	5089	SUFFOLK             	7812868380	www.reverepubliclibrary.org                                                     	CI	CI1	55341	1	0	0	0.98	4.88	4.98	9.86	472998	62696	0	0	535694	75590	9080	17240	101910	587939	60203	0	437	2322	3076	32890	53874	19773	54602	28224	80	76	1746	1610	36	76935	-71.009462	42.40809	732684	21	7
MA	MA0246	RICHMOND FREE PUBLIC LIBRARY                                	2821 STATE ROAD                    	RICHMOND            	1254	9483	BERKSHIRE           	4136983834	-3	CI	OTH	1591	1	0	0	0	0.81	0.47	1.28	45341	2858	0	6367	54566	5204	83	4277	9564	51849	12664	930	1853	1911	1211	6604	151	899	11069	3421	73	37	278	124	3	468	-73.380805	42.36117	129395	41	1
MA	MA0247	JOSEPH H. PLUMB MEMORIAL LIBRARY                            	17 CONSTITUTION WAY                	ROCHESTER           	2770	2029	PLYMOUTH            	5087638600	www.plumblibrary.com                                                            	CI	OTH	5218	1	0	0	1	1	1.94	2.94	172191	7973	0	29450	209614	21359	1415	9304	32078	188245	19757	523	2341	1474	2132	33600	1500	2148	54465	22839	172	101	1864	1378	6	4368	-70.82115	41.73172	492066	41	4
MA	MA0248	ROCKLAND MEMORIAL LIBRARY                                   	20 BELMONT ST.                     	ROCKLAND            	2370	2232	PLYMOUTH            	7818781236	www.rocklandmemoriallibrary.org                                                 	CI	OTH	17780	1	0	0	2.63	2.63	4.48	7.11	386395	26379	0	10112	422886	50208	2368	7098	59674	402690	47260	0	2442	2294	2419	62804	4640	8136	80592	15577	196	160	4364	3995	9	12168	-70.917298	42.13222	492066	21	10
MA	MA0249	ROCKPORT PUBLIC LIBRARY                                     	17 SCHOOL STREET                   	ROCKPORT            	1966	1699	ESSEX               	9785466934	www.rockportlibrary.org                                                         	CI	OTH	7633	1	0	0	1	5.53	1.75	7.28	412120	8971	0	55690	476781	105259	4027	19176	128462	643427	49383	0	4275	4099	1778	102600	12975	8385	73308	15014	254	54	5602	1713	12	15132	-70.618033	42.65747	736457	21	6
MA	MA0250	ROWE TOWN LIBRARY                                           	ZOAR ROAD                          	ROWE                	1367	9998	FRANKLIN            	4133394761	-3	CI	OTH	347	1	0	0	0	0.5	0.5	1	54173	1877	0	1548	57598	11171	0	477	11648	52215	12506	0	120	909	1229	3195	157	362	8740	2757	20	6	177	74	3	468	-72.898892	42.69454	71735	42	1
MA	MA0251	ROWLEY PUBLIC LIBRARY                                       	141 MAIN ST.                       	ROWLEY              	1969	1715	ESSEX               	9789482850	www.rowleylibrary.org                                                           	CI	OTH	5839	1	0	0	0.88	0.88	2.38	3.26	195366	7077	0	2768	205211	33688	1246	7920	42854	201372	33112	0	2081	1456	1658	29407	7865	1369	32683	13375	263	160	4067	2389	14	5564	-70.880368	42.71479	736457	21	6
MA	MA0252	PHINEHAS S. NEWTON LIBRARY                                  	19 ON THE COMMON                   	ROYALSTON           	1368	8920	WORCESTER           	9782493572	www.royalstonlibrary.org                                                        	CI	OTH	1380	1	0	0	0	0.48	0.3	0.78	46134	3733	0	9911	59778	9637	0	3725	13362	61863	12648	0	773	615	911	9971	856	904	13995	5442	118	110	2379	2064	2	936	-72.204298	42.67753	783806	42	1
MA	MA0253	RUSSELL PUBLIC LIBRARY                                      	162 MAIN ST.                       	RUSSELL             	1071	M   	HAMPDEN             	4138623102	-3	CI	OTH	1730	1	0	0	0	0.6	0.05	0.65	54888	3601	0	0	58489	4139	0	1563	5702	55551	5394	0	283	515	1034	8865	933	1118	4459	1566	26	19	315	275	4	1040	-72.85189	42.18989	460840	41	1
MA	MA0254	RUTLAND FREE PUBLIC LIBRARY                                 	280 MAIN STREET                    	RUTLAND             	1543	1300	WORCESTER           	5088864108	-3	CI	OTH	7846	1	0	0	0	2.13	1.4	3.53	158922	11604	0	0	170526	29762	0	2800	32562	229380	38771	0	1954	3587	1754	48928	4620	5293	78208	45067	182	149	3420	3044	9	4888	-71.954489	42.37653	783806	21	3
MA	MA0255	SALEM PUBLIC LIBRARY                                        	370 ESSEX ST.                      	SALEM               	1970	3298	ESSEX               	9787440860	www.noblenet.org/salem                                                          	CI	CI1	40922	1	0	0	3.83	15.1	5.18	20.28	1078438	69280	0	104889	1252607	116586	24200	53296	194082	1380880	119242	0	11294	15317	3386	239262	44551	30502	515715	124218	289	280	6764	6618	13	26988	-70.90284	42.52006	736457	21	6
MA	MA0256	SALISBURY PUBLIC LIBRARY                                    	17 ELM STREET                      	SALISBURY           	1952	1935	ESSEX               	9784655071	www.salisburylibrary.org                                                        	CI	OTH	8521	1	0	0	0	2.98	0.1	3.08	164941	10174	0	1623	176738	24757	550	8262	33569	159312	31302	0	1394	395	1828	53138	2964	3920	35056	9786	134	87	2649	2041	2	3120	-70.877908	42.81434	736457	21	6
MA	MA0257	SANDISFIELD PUBLIC LIBRARY                                  	23 SANDISFIELD ROAD                	SANDISFIELD         	1255	9621	BERKSHIRE           	4132584966	-3	CI	OTH	837	1	0	0	0	0.33	0.1	0.43	8903	1997	0	355	11255	1800	0	655	2455	13455	4585	0	36	154	780	1726	451	318	2252	362	9	8	97	75	1	208	-73.084623	42.09373	129395	42	1
MA	MA0258	SANDWICH FREE PUBLIC LIBRARY                                	142 MAIN STREET                    	SANDWICH            	2563	2298	BARNSTABLE          	5088880625	M                                                                               	CI	OTH	20255	1	0	0	3.4	5.15	8.63	13.78	808219	25128	0	33935	867282	99386	7634	28948	135968	1143923	61075	0	3238	5609	2467	174558	3240	10601	267589	94930	341	280	15882	12523	29	44075	-70.507636	41.75777	221049	22	10
MA	MA0259	SAUGUS PUBLIC LIBRARY                                       	295 CENTRAL ST.                    	SAUGUS              	1906	2157	ESSEX               	7812314168	www.saugus.ma.us/Library/                                                       	CI	OTH	27192	1	0	0	3.79	10.89	3.36	14.25	484742	18763	0	20996	524501	58113	10290	10916	79319	777863	74552	0	2197	5110	2222	142047	5467	14586	68364	29483	36	26	1043	948	18	34840	-71.009621	42.46551	736457	21	6
MA	MA0260	SAVOY HOLLOW LIBRARY                                        	720 MAIN ROAD                      	SAVOY               	1256	9387	BERKSHIRE           	4137434290	-3	CI	OTH	720	1	0	0	0	0	0	0	19497	0	0	5221	24718	3203	109	548	3860	10315	364	0	0	115	520	3690	388	482	4647	1632	0	0	0	0	0	0	-73.024223	42.56309	129395	42	1
MA	MA0261	SCITUATE TOWN LIBRARY                                       	85 BRANCH ST.                      	SCITUATE            	2066	3297	PLYMOUTH            	7815458727	scituatetownlibrary.org                                                         	CI	OTH	17881	1	0	0	3.5	4.38	9.16	13.54	878728	20860	0	28525	928113	127552	3124	34633	165309	903416	87313	0	6462	3293	3235	115411	13536	10685	228981	90518	278	175	12346	8671	7	20800	-70.755378	42.20283	492066	21	10
MA	MA0262	SEEKONK PUBLIC LIBRARY                                      	410 NEWMAN AVE.                    	SEEKONK             	2771	4605	BRISTOL             	5083368230	www.seekonkpl.org/                                                              	CI	OTH	13593	1	0	0	5.19	5.19	6.51	11.7	748125	0	0	0	748125	74999	12811	39096	126906	867101	74630	523	8802	8914	2536	131328	8680	8233	217870	72917	274	153	7081	4788	34	40265	-71.329226	41.85241	545823	21	3
MA	MA0263	SHARON PUBLIC LIBRARY                                       	11 NORTH MAIN ST.                  	SHARON              	2067	1299	NORFOLK             	7817841578	sharonpubliclibrary.org                                                         	CI	OTH	17033	1	0	0	3.93	5.81	6.35	12.16	775366	20956	0	6000	802322	103529	0	11504	115033	722297	74076	0	4417	3586	2566	105112	9379	10465	222376	38494	350	250	6500	5000	8	40872	-71.178502	42.12426	659909	21	4
MA	MA0264	BUSHNELL-SAGE LIBRARY                                       	48 MAIN ST.                        	SHEFFIELD           	1257	9701	BERKSHIRE           	4132297004	townofsheffield.com                                                             	CI	OTH	3334	1	0	0	1	1	2.43	3.43	143824	6310	0	9722	159856	29116	0	1813	30929	166596	38306	0	2109	3932	2065	23341	2338	1540	59498	10807	339	118	908	908	4	2078	-73.352182	42.11178	129395	42	1
MA	MA0265	ARMS LIBRARY                                                	CORNER BRIDGE & MAIN STS.          	SHELBURNE FALLS     	1370	1195	FRANKLIN            	4136250306	-3	CI	OTH	1018	1	0	0	0	0.58	0.35	0.93	20331	2109	0	42221	64661	12682	0	560	13242	58924	18093	0	231	303	936	11205	1300	653	12086	1844	17	9	1170	470	1	260	-72.738066	42.6036	71735	42	1
MA	MA0266	SHERBORN LIBRARY                                            	4 SANGER ST.                       	SHERBORN            	1770	1499	MIDDLESEX           	5086530770	home.comcast.net/~sherbornlibrary                                               	CI	OTH	4217	1	0	0	3.63	3.63	0.86	4.49	351754	4600	0	20315	376669	38758	8759	11152	58669	357701	45265	4	4400	1570	2601	24847	4040	3472	89458	45460	96	68	2035	1644	4	2310	-71.369598	42.23922	1482478	41	4
MA	MA0267	HAZEN MEMORIAL LIBRARY                                      	3 KEADY WAY                        	SHIRLEY             	1464	2629	MIDDLESEX           	9784252620	www.shirleylibrary.org                                                          	CI	OTH	7726	1	0	0	0	2.28	1.6	3.88	184178	14858	12150	5898	217084	28618	488	12444	41550	210245	41389	930	2709	3766	1645	66556	4536	3188	109545	49322	422	98	7860	2579	8	14976	-71.642131	42.55416	1482478	41	5
MA	MA0268	SHREWSBURY FREE PUBLIC LIBRARY                              	609 MAIN ST.                       	SHREWSBURY          	1545	5699	WORCESTER           	5088420081	www.shrewsbury-ma.gov/library/index.asp                                         	CI	OTH	33489	1	0	0	3.75	8.51	11.04	19.55	1195367	42129	10500	233520	1481516	117197	31358	38808	187363	1354116	122992	930	8680	6851	3044	238134	31902	24124	379929	183181	291	188	8511	4269	13	53820	-71.712529	42.2966	783806	21	3
MA	MA0269	M. N. SPEAR MEMORIAL LIBRARY                                	COOLEYVILLE RD.                    	SHUTESBURY          	1072	9766	FRANKLIN            	4132591213	www.shutesbury.org                                                              	CI	OTH	1834	1	0	0	0	1.13	0	1.13	41030	2961	0	5926	49917	4590	0	4398	8988	42561	9957	0	868	1939	1129	9405	100	885	20246	4149	25	12	585	300	2	2080	-72.39344	42.45839	71735	42	1
MA	MA0270	SOMERSET PUBLIC LIBRARY                                     	1464 COUNTY ST.                    	SOMERSET            	2726	5234	BRISTOL             	5086462829	www.sailsinc.org/somerset                                                       	CI	OTH	18268	1	0	0	2.63	2.63	7.43	10.06	532112	29556	0	9852	571520	56834	5403	27287	89524	566129	61049	1418	3465	4012	2679	151115	3903	8591	99757	28005	287	242	10987	6373	13	67444	-71.140931	41.75324	545823	21	3
MA	MA0271	SOMERVILLE PUBLIC LIBRARY                                   	79 HIGHLAND AVENUE                 	SOMERVILLE          	2143	1797	MIDDLESEX           	6176235000	www.Somervillepubliclibrary.org                                                 	CI	CI1	74405	1	2	0	14.88	14.88	16.8	31.68	2010610	89408	0	22456	2122474	198888	11561	63248	273697	2161530	163096	0	11879	7984	7442	340033	32917	28496	381362	110211	555	366	9628	6566	36	59540	-71.097721	42.38651	1482478	21	8
MA	MA0272	SOUTH HADLEY PUBLIC LIBRARY                                 	27 BARDWELL ST.                    	SOUTH HADLEY        	1075	2536	HAMPSHIRE           	4135385045	www.shadleylib.org                                                              	CI	OTH	15257	1	0	0	3.5	4.38	4.33	8.71	521861	12567	0	16787	551215	67399	5001	66644	139044	593176	35562	930	5673	5023	2474	94152	1430	8931	136296	23409	174	73	2802	1999	14	13052	-72.597756	42.21735	154983	21	2
MA	MA0273	EDWARDS PUBLIC LIBRARY                                      	30 EAST STREET                     	SOUTHAMPTON         	1073	9412	HAMPSHIRE           	4135279480	www.southamptonlibrary.org                                                      	CI	OTH	5962	1	0	0	0	1.25	0.79	2.04	90425	9313	7500	2421	109659	20856	278	2171	23305	123368	31444	930	1784	1800	1261	35128	3610	2689	37528	15317	138	78	1970	1470	5	2600	-72.725589	42.22653	154983	41	1
MA	MA0274	SOUTHBOROUGH PUBLIC LIBRARY                                 	25 MAIN ST.                        	SOUTHBOROUGH        	1772	1529	WORCESTER           	5084855031	M                                                                               	CI	OTH	9484	1	0	0	2	5.65	0.98	6.63	375523	14529	0	1512	391564	59707	805	13336	73848	438370	57483	930	3776	2256	2723	77324	14248	6413	139031	77100	229	196	5095	4627	4	4420	-71.529624	42.30582	783806	21	3
MA	MA0275	JACOB EDWARDS LIBRARY                                       	236 MAIN ST.                       	SOUTHBRIDGE         	1550	2598	WORCESTER           	5087645426	www.jacobedwardslibrary.org                                                     	CI	OTH	16926	1	0	0	1.88	5.19	3.5	8.69	405931	25000	5000	75722	511653	58847	6508	18881	84236	599081	84398	930	4526	3729	2421	109725	9320	9699	66023	25874	306	221	4864	2933	12	15184	-72.032575	42.07449	783806	21	2
MA	MA0276	SOUTHWICK PUBLIC LIBRARY                                    	95 FEEDING HILLS RD.               	SOUTHWICK           	1077	9683	HAMPDEN             	4135691221	-3	CI	OTH	9431	1	0	0	0	4.16	1.87	6.03	330566	5200	0	20053	355819	55566	2325	21236	79127	336739	43789	930	3593	2551	2164	57434	3334	6781	81505	29776	121	75	4770	3417	7	4264	-72.749828	42.06411	460840	21	1
MA	MA0277	RICHARD SUGDEN PUBLIC LIBRARY                               	8 PLEASANT STREET                  	SPENCER             	1562	2033	WORCESTER           	5088857513	-3	CI	OTH	12006	1	0	0	1.8	1.98	3.89	5.87	300930	19923	0	7780	328633	43087	5011	2856	50954	301722	53367	0	1289	984	1979	76181	4958	9353	68966	26107	307	164	5307	3514	9	21996	-71.99489	42.2445	783806	21	2
MA	MA0278	SPRINGFIELD CITY LIBRARY                                    	220 STATE ST.                      	SPRINGFIELD         	1103	1772	HAMPDEN             	4132636828	www.springfieldlibrary.org/                                                     	CI	CI1	149938	1	9	0	25.5	26.5	45.88	72.38	5612536	407036	219793	232377	6471742	476177	57015	109896	643088	6298270	709855	930	36721	28657	13954	1561446	113695	74175	554300	167456	1598	848	31381	19507	125	206736	-72.584518	42.10317	460840	12	2
MA	MA0279	CONANT FREE PUBLIC LIBRARY                                  	4 MEETINGHOUSE HILL ROAD           	STERLING            	1564	2130	WORCESTER           	9784226409	sterlinglibrary.org                                                             	CI	OTH	7874	1	0	0	0	1.88	3.75	5.63	289568	10834	9464	10925	320791	38902	1465	12978	53345	345765	26444	97	2079	2178	2222	49400	551	4248	80226	36018	356	212	5902	4527	13	8684	-71.760323	42.43823	783806	21	1
MA	MA0280	STOCKBRIDGE LIBRARY ASSOCIATION                             	46 MAIN ST.                        	STOCKBRIDGE         	1262	9701	BERKSHIRE           	4132985501	-3	CI	OTH	2232	1	0	0	0.8	2.65	1.58	4.23	94080	4055	0	195763	293898	29424	0	0	29424	206115	31869	0	419	1372	2150	27641	780	934	46178	16903	103	95	920	640	4	17160	-73.308889	42.28162	129395	31	1
MA	MA0281	STONEHAM PUBLIC LIBRARY                                     	431 MAIN ST.                       	STONEHAM            	2180	2696	MIDDLESEX           	7814381324	www.stonehamlibrary.org                                                         	CI	OTH	21508	1	0	0	3.78	4.18	6	10.18	775521	25915	0	4126	805562	96165	15621	6189	117975	789099	73255	0	2317	2214	2444	99681	24334	14180	89108	35365	290	266	13901	13200	14	20852	-71.100347	42.47805	1482478	21	7
MA	MA0282	STOUGHTON PUBLIC LIBRARY                                    	84 PARK ST.                        	STOUGHTON           	2072	2918	NORFOLK             	7813442711	www.stoughtonlibrary.org                                                        	CI	OTH	26951	1	0	0	4.38	4.95	10.73	15.68	947097	42639	10000	13597	1013333	97085	2268	17969	117322	978378	90351	0	3464	2494	3075	151197	2485	9976	143185	50511	238	175	6601	5506	5	16692	-71.099251	42.12253	659909	21	9
